2017-04-30T02:53:01.804-0400 I CONTROL  [initandlisten] MongoDB starting : pid=2956 port=27019 dbpath=C:\data\rs3 64-bit host=Lenovo-PC
2017-04-30T03:05:55.349-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:05:57.350-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:57.350-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:57.351-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:05:59.361-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:59.362-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:05:59.362-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:01.368-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:01.368-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:03.369-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:05.367-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:05.367-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:05.367-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:07.373-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:07.373-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:07.373-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:09.379-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:09.380-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:11.381-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:13.388-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:13.388-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:13.388-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:15.392-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:15.393-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:15.393-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:17.394-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:17.394-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:19.394-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:21.397-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:21.398-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:21.398-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:23.404-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:23.404-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:23.404-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:25.411-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:25.412-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:27.413-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:29.413-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:29.414-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:29.414-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:31.419-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:31.420-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:31.420-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:33.427-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:33.427-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:35.428-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:37.437-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:37.437-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:37.437-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:39.443-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:39.443-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:39.444-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:41.450-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:41.450-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:43.450-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:45.446-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:45.446-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:45.446-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:47.451-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:47.451-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:47.452-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:49.457-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:49.458-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:51.458-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:53.465-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:53.465-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:53.466-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:55.471-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:55.471-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:55.472-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:06:57.478-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:57.478-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:06:59.478-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:01.484-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:01.485-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:01.485-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:03.490-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:03.491-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:03.491-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:05.498-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:05.499-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:07.499-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:09.508-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:09.509-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:09.509-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:11.376-0400 I REPL     [ReplicationExecutor] Member localhost:27017 is now in state SECONDARY
2017-04-30T03:07:11.514-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:11.514-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:11.514-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:11.841-0400 I REPL     [replication-0] Restarting oplog query due to error: InterruptedDueToReplStateChange: operation was interrupted. Last fetched optime (with hash): { ts: Timestamp 1493536021000|1, t: 1 }[8684869573392113915]. Restarts remaining: 3
2017-04-30T03:07:11.842-0400 I REPL     [replication-0] Scheduled new oplog query Fetcher source: localhost:27017 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493536021000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } query metadata: { $replData: 1, $ssm: { $secondaryOk: true } } active: 1 timeout: 10000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 2850 -- target:localhost:27017 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp 1493536021000|1 } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, term: 1 } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2017-04-30T03:07:11.842-0400 I REPL     [replication-1] Choosing new sync source because our current sync source, localhost:27017, has an OpTime ({ ts: Timestamp 1493536021000|1, t: 1 }) which is not ahead of ours ({ ts: Timestamp 1493536021000|1, t: 1 }), it does not have a sync source, and it's not the primary (sync source does not know the primary)
2017-04-30T03:07:11.843-0400 I REPL     [replication-1] Canceling oplog query because we have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 0|0, t: -1 }, its sync source index:-1
2017-04-30T03:07:11.843-0400 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (last visible optime: { ts: Timestamp 0|0, t: -1 }; config version: 1; sync source index: -1; primary index: -1) is no longer valid
2017-04-30T03:07:11.843-0400 I REPL     [rsBackgroundSync] could not find member to sync from
2017-04-30T03:07:11.844-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:12.491-0400 I -        [conn5] end connection 127.0.0.1:54091 (1 connection now open)
2017-04-30T03:07:13.518-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:13.519-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:13.854-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:16.813-0400 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-04-30T03:07:16.844-0400 I ASIO     [ReplicationExecutor] dropping unhealthy pooled connection to localhost:27017
2017-04-30T03:07:16.844-0400 I ASIO     [ReplicationExecutor] after drop, pool was empty, going to spawn some connections
2017-04-30T03:07:16.844-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:18.520-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:18.848-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:18.849-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:18.849-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:20.527-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:20.527-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:20.527-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:20.838-0400 I REPL     [ReplicationExecutor] Starting an election, since we've seen no PRIMARY in the past 10000ms
2017-04-30T03:07:20.839-0400 I REPL     [ReplicationExecutor] conducting a dry run election to see if we could be elected
2017-04-30T03:07:20.839-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:20.839-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:20.847-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:20.847-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:20.847-0400 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) failed to receive response from localhost:27017: HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:20.848-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:22.525-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.525-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.525-0400 I REPL     [ReplicationExecutor] VoteRequester(term 1 dry run) failed to receive response from localhost:27018: HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.525-0400 I REPL     [ReplicationExecutor] not running for primary, we received insufficient votes
2017-04-30T03:07:22.525-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:22.845-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.846-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.856-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:22.856-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:24.532-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:24.533-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:27.856-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:29.533-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:29.856-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:29.856-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:29.857-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:31.534-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:31.535-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:31.535-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:31.707-0400 I REPL     [ReplicationExecutor] Not starting an election, since we are not electable due to: Not standing for election because I cannot see a majority (mask 0x1)
2017-04-30T03:07:31.865-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:31.865-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:31.865-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:33.541-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:33.541-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:33.541-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:33.872-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:33.872-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:35.546-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:35.546-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:38.873-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:40.547-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:40.880-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:40.881-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:40.881-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:42.166-0400 I REPL     [ReplicationExecutor] Not starting an election, since we are not electable due to: Not standing for election because I cannot see a majority (mask 0x1)
2017-04-30T03:07:42.549-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:42.549-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:42.549-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:42.890-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:42.890-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:42.890-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:44.546-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:44.547-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:44.547-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:44.897-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:44.897-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:46.552-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:46.552-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:49.898-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:51.552-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:51.903-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:51.903-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:51.904-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:53.330-0400 I REPL     [ReplicationExecutor] Not starting an election, since we are not electable due to: Not standing for election because I cannot see a majority (mask 0x1)
2017-04-30T03:07:53.560-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:53.560-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:53.560-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:53.910-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:53.965-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:53.965-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27017
2017-04-30T03:07:55.562-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27018 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:55.563-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27018; HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:55.563-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to localhost:27018
2017-04-30T03:07:55.973-0400 I ASIO     [NetworkInterfaceASIO-Replication-0] Failed to connect to localhost:27017 - HostUnreachable: No connection could be made because the target machine actively refused it.
2017-04-30T03:07:55.973-0400 I REPL     [ReplicationExecutor] Error in heartbeat request to localhost:27017; HostUnreachable: No connection could be made because the target machine actively refused it.
